Cultivar,Number,Area,Position,Point,Date,Brix,Acid,Ratio,900.826625,904.739192,909.949268,913.851816,917.750071,921.644031,925.533698,929.419072,933.300152,937.176938,941.04943,944.917629,950.068549,953.926729,957.780616,961.630209,965.475508,969.316514,973.153226,976.985644,980.813769,984.6376,989.729363,993.543176,997.352695,1001.15792,1004.958852,1008.75549,1012.547834,1016.335885,1020.119642,1023.899105,1028.931711,1032.701156,1036.466307,1040.227165,1043.983729,1047.735999,1051.483976,1055.227659,1058.967048,1062.702144,1066.432946,1071.40067,1075.121453,1078.837943,1082.55014,1086.258042,1089.961651,1093.660967,1097.355988,1101.046716,1104.733151,1109.641718,1113.318133,1116.990256,1120.658084,1124.321619,1127.980861,1131.635808,1135.286462,1138.932822,1142.574889,1147.424299,1151.056347,1154.684102,1158.307563,1161.92673,1165.541603,1169.152183,1172.75847,1176.360462,1179.958161,1184.748414,1188.336095,1191.919482,1195.498575,1199.073374,1202.64388,1206.210092,1209.772011,1213.329636,1216.882967,1221.614063,1225.157376,1228.696395,1232.231121,1235.761552,1239.287691,1242.809535,1246.327086,1249.840343,1253.349307,1258.021246,1261.520191,1265.014842,1268.5052,1271.991264,1275.473035,1278.950512,1282.423695,1285.892584,1289.35718,1293.969962,1297.42454,1300.874824,1304.320814,1307.76251,1311.199913,1314.633022,1318.061837,1321.486359,1324.906587,1328.322522,1332.870422,1336.276338,1339.677961,1343.075289,1346.468324,1349.857066,1353.241514,1356.621668,1359.997528,1363.369095,1367.857839
QD,67,A,Mid of Segments,1,16-11-2023,7.2,0.28,25.71428571,0.280679269,0.276844204,0.26437659,0.252810278,0.239776952,0.225548531,0.210448497,0.192949093,0.178640031,0.162793334,0.141985801,0.127785235,0.107417076,0.093775819,0.085881989,0.079373076,0.075411686,0.073333333,0.074330357,0.074173483,0.077175833,0.08059184,0.085927172,0.089326207,0.094538249,0.099864073,0.104340935,0.11077529,0.114997376,0.118636477,0.120610053,0.124245039,0.124846111,0.122868261,0.121369719,0.119688178,0.11552049,0.112929816,0.110130872,0.109305161,0.105172315,0.106013746,0.105275164,0.108217001,0.108254475,0.113067921,0.11433905,0.118341101,0.121436305,0.124984585,0.129480429,0.130341043,0.133773852,0.133413207,0.133265142,0.13387916,0.133795603,0.130324998,0.124061405,0.116117557,0.103817703,0.088909807,0.077020736,0.062411935,0.051990252,0.048677164,0.042763418,0.042900443,0.037969809,0.039055957,0.036947488,0.035706249,0.038521603,0.034068136,0.037568407,0.036592637,0.039961232,0.037758647,0.041909733,0.045165296,0.047233468,0.049530592,0.054268041,0.057752562,0.063149688,0.068623983,0.072091556,0.076979405,0.078480776,0.081116646,0.082608696,0.084969789,0.084691774,0.08499678,0.082919787,0.081925602,0.080224834,0.077883667,0.071045153,0.066115075,0.064030407,0.060425293,0.054857764,0.051132686,0.044427663,0.042262997,0.039145483,0.035703834,0.032077862,0.02818419,0.026902555,0.02337154,0.022237121,0.019670477,0.018879692,0.017203682,0.015032718,0.016520894,0.013034079,0.012043329,0.010709602,0.013047604,0.00724701,0.014081827,0.009411765
QD,67,B,Mid of Segments,1,16-11-2023,7.4,0.26,28.46153846,0.287407882,0.276559385,0.261068702,0.255104382,0.240603057,0.227222016,0.213569903,0.196313634,0.179536432,0.161092847,0.144485551,0.129217002,0.107340295,0.097011842,0.087364844,0.081556115,0.077361104,0.074333333,0.075892857,0.076985344,0.079434838,0.081680374,0.086688299,0.091350826,0.095570326,0.100798573,0.106938452,0.113110775,0.117049196,0.121074894,0.122010686,0.124838223,0.126524902,0.124356186,0.120493192,0.120391536,0.116815827,0.113459727,0.112234167,0.107795902,0.107818883,0.105498282,0.105617337,0.107082057,0.108653517,0.11186324,0.114922413,0.11981594,0.124142909,0.125416204,0.127323479,0.129295701,0.13289731,0.135034181,0.135457003,0.137138958,0.134898747,0.132768592,0.124979142,0.116795122,0.103222515,0.089765531,0.079221329,0.063323663,0.056458164,0.049236672,0.045134772,0.043522189,0.042359827,0.042025124,0.038760861,0.036756432,0.040157656,0.035552587,0.038233989,0.035400209,0.039812123,0.04100589,0.042293522,0.046484557,0.047392236,0.052767886,0.054350515,0.061478533,0.06540194,0.069773612,0.071821213,0.076521739,0.081653602,0.083466491,0.086200378,0.088935045,0.088720255,0.088952258,0.087070288,0.085426696,0.083631409,0.07706211,0.073729081,0.070062244,0.064176595,0.061337638,0.056079842,0.051909385,0.047699956,0.042752294,0.039563194,0.036230612,0.032941718,0.031189747,0.028194327,0.026614481,0.023131076,0.021744004,0.019503345,0.018009206,0.018275069,0.015123907,0.015132248,0.013523515,0.013259508,0.013917444,0.008120143,0.013986679,0.011657754
QD,67,C,Mid of Segments,1,16-11-2023,7.8,0.3,26,0.274591477,0.256906864,0.254961832,0.239733884,0.222015696,0.221085906,0.200919993,0.191193681,0.16749904,0.156784945,0.137186281,0.122863535,0.104422604,0.090402093,0.081742354,0.073663588,0.071820654,0.070857143,0.071339286,0.072682345,0.075656138,0.077568134,0.082442014,0.086937156,0.09214383,0.097315436,0.101171084,0.106424875,0.111466336,0.114506096,0.117186284,0.119337791,0.11925014,0.117088245,0.117279261,0.113123498,0.110869053,0.109632595,0.105573732,0.104893481,0.101432599,0.102061856,0.101910465,0.102599024,0.104093034,0.106126664,0.111772255,0.112854699,0.117105738,0.118941916,0.121994544,0.12452633,0.126828939,0.127634083,0.129685103,0.128572512,0.128043495,0.127148326,0.121892208,0.111798086,0.096505399,0.087968509,0.071180702,0.060091173,0.05264013,0.046758852,0.044107185,0.040802052,0.037353666,0.037228778,0.037249717,0.035181157,0.033241615,0.033622801,0.036311197,0.034803995,0.035487959,0.039495544,0.040451336,0.041285116,0.047312852,0.047183555,0.050969072,0.056651706,0.061157311,0.064732932,0.066144003,0.072402746,0.076427772,0.077356894,0.083364839,0.084780967,0.083380176,0.082237145,0.082558874,0.079299781,0.078862204,0.074186658,0.070334702,0.065583726,0.064030407,0.05796898,0.054721977,0.046925566,0.044868164,0.041957187,0.03789235,0.035059994,0.032653766,0.028637859,0.026397079,0.024266145,0.021566655,0.01978256,0.018256038,0.016398159,0.01574014,0.014698737,0.013860631,0.014196326,0.013696634,0.011782382,0.014843273,0.010466223,0.014652406
QD,67,D,Mid of Segments,1,16-11-2023,7.4,0.24,30.83333333,0.290932393,0.30447166,0.281170483,0.268869007,0.261668732,0.245072518,0.228519796,0.211380925,0.189524907,0.173449722,0.153484652,0.13458613,0.11517199,0.102106858,0.091813407,0.084130982,0.080593033,0.078333333,0.077991071,0.079882413,0.080872387,0.085268505,0.091735769,0.094873664,0.100152747,0.105301164,0.111825306,0.115721024,0.121630004,0.125503857,0.127872594,0.130500431,0.131281477,0.133340964,0.128849413,0.126956216,0.123410268,0.120996232,0.119362,0.115516341,0.115470917,0.114089347,0.114627887,0.115650891,0.118287538,0.123221661,0.124664567,0.127957053,0.12931553,0.134048588,0.137220072,0.139291781,0.141865012,0.14440764,0.147146928,0.144644076,0.141990387,0.137818685,0.131987319,0.120775811,0.110024658,0.091391409,0.079136691,0.064235392,0.053614947,0.047638078,0.045055727,0.042900443,0.041050524,0.037990103,0.038760861,0.03765659,0.037257381,0.035255697,0.037272593,0.03674169,0.036904496,0.039646579,0.042984341,0.045010088,0.048582996,0.052606021,0.056164948,0.060631722,0.063756064,0.066324726,0.070018924,0.078718535,0.080907055,0.085346367,0.083270321,0.08619713,0.089188683,0.087940392,0.083912298,0.084551422,0.082183614,0.079280315,0.073650142,0.070669501,0.064834442,0.062600884,0.057234028,0.050226537,0.047259455,0.043486239,0.040577635,0.035352649,0.033056899,0.029545197,0.027745015,0.022812413,0.021734272,0.020567137,0.018596213,0.017548907,0.015916996,0.013301749,0.013479145,0.012917984,0.01296809,0.012573146,0.011263424,0.012749762,0.010802139
QD,68,A,Mid of Segments,1,16-11-2023,8.9,0.36,24.72222222,0.273309837,0.252064939,0.25216285,0.234228034,0.22779843,0.21048717,0.20042714,0.185634874,0.166602638,0.154971092,0.137586241,0.119910515,0.102963759,0.09157257,0.082113068,0.076574307,0.072795362,0.072857143,0.071964286,0.075238582,0.075204337,0.077568134,0.084084445,0.087625526,0.092597944,0.097400391,0.104605089,0.109264093,0.113327289,0.11579995,0.117653162,0.121333046,0.119809737,0.118061119,0.116811781,0.114764668,0.112399906,0.108337259,0.107151204,0.102339351,0.102928485,0.101890034,0.104476761,0.102315288,0.1066013,0.108421294,0.11060553,0.114388532,0.117707206,0.120545073,0.123770856,0.125702339,0.127435776,0.130453168,0.131584715,0.133045258,0.129304231,0.126659607,0.121641916,0.112729737,0.100841765,0.08694164,0.076089716,0.058847907,0.053696182,0.046918712,0.045134772,0.040491179,0.040280345,0.03852303,0.039289762,0.035856275,0.035695694,0.036814369,0.03638515,0.037636011,0.034444196,0.039042441,0.039069696,0.043768431,0.045566405,0.050178051,0.052865979,0.058006605,0.061763687,0.066766891,0.071731098,0.077528604,0.079693916,0.084124448,0.088279773,0.086574773,0.088626569,0.088676295,0.086168005,0.083676149,0.081502299,0.077719356,0.075228923,0.071580386,0.064322783,0.064355393,0.056758775,0.051391586,0.047070669,0.043547401,0.041472729,0.035411179,0.034899793,0.030849495,0.028475147,0.025887615,0.024807241,0.022080251,0.021374305,0.020253165,0.016329659,0.016460155,0.015895219,0.013590796,0.013915197,0.013759291,0.014930586,0.011037108,0.015614973
QD,68,B,Mid of Segments,1,16-11-2023,9.1,0.33,27.57575758,0.267542454,0.268869268,0.252417303,0.243404451,0.234200743,0.221643734,0.204862822,0.18885313,0.171468818,0.154517628,0.141185881,0.124116331,0.107109951,0.094739741,0.084584492,0.080492583,0.076848099,0.074666667,0.075446429,0.076772324,0.077586561,0.080833736,0.087409366,0.090986395,0.096313421,0.100968482,0.106278066,0.111691166,0.114138474,0.118437422,0.120091301,0.123166523,0.122495803,0.12183816,0.119382925,0.116464451,0.114284032,0.109985869,0.108202851,0.103326174,0.105459985,0.102119129,0.104590818,0.104698672,0.108653517,0.108994952,0.112647299,0.115745384,0.119271021,0.121901591,0.124405253,0.128446361,0.131009372,0.132285573,0.132534522,0.133121067,0.132771255,0.131872607,0.126063741,0.114338951,0.103052462,0.090022249,0.078205671,0.062660588,0.055808286,0.049236672,0.04695281,0.042978161,0.04081947,0.039208222,0.039591991,0.036681419,0.038521603,0.039412158,0.036976779,0.039126546,0.040184895,0.042818305,0.040144305,0.046639764,0.044375645,0.050178051,0.053690722,0.062494707,0.064275814,0.071100106,0.076507164,0.080549199,0.081280328,0.087132249,0.089508507,0.093561178,0.092186622,0.091159967,0.087160516,0.087789934,0.084568217,0.080841275,0.077833912,0.075679368,0.066515606,0.064776476,0.060628692,0.053915858,0.049776603,0.045259939,0.043322592,0.038571847,0.035706059,0.033458092,0.030834035,0.028347777,0.024639625,0.025442726,0.021997959,0.020886076,0.017921358,0.016460155,0.016912513,0.016483886,0.014716596,0.015261743,0.012660438,0.014176974,0.014331551
QD,68,C,Mid of 2 Segments,1,16-11-2023,8.8,0.36,24.44444444,0.300224287,0.277698661,0.265648855,0.261986694,0.247211896,0.241353663,0.218662724,0.203774137,0.183250096,0.168461626,0.147985201,0.131096197,0.1122543,0.098388874,0.090083411,0.082339771,0.078387113,0.077714286,0.076964286,0.077794819,0.079065183,0.084099339,0.088050314,0.093011014,0.098460141,0.103134823,0.107202606,0.113660301,0.119005583,0.123612839,0.124293199,0.128127696,0.126692781,0.126301934,0.126161398,0.123029131,0.12111399,0.117934527,0.116090208,0.112207581,0.109947644,0.1104811,0.110521814,0.112813529,0.111845856,0.116108307,0.120931047,0.125892278,0.12745098,0.130965594,0.134809364,0.134783745,0.138426269,0.141306646,0.142105648,0.139109999,0.136711055,0.13456056,0.128232938,0.122046244,0.10415781,0.093017286,0.079813796,0.061831745,0.053371243,0.046598993,0.043079598,0.043755343,0.036891559,0.037304911,0.037098602,0.039831971,0.037257381,0.035923699,0.03845585,0.037710538,0.038097368,0.040024166,0.043444888,0.042061152,0.05025006,0.050663645,0.054103093,0.057329156,0.064622315,0.066766891,0.068937551,0.073318078,0.080533781,0.079424758,0.087145558,0.089312689,0.088345512,0.086376598,0.08851394,0.08166302,0.080480327,0.07706211,0.073492264,0.067101867,0.066223229,0.057056636,0.055333016,0.049126214,0.047322384,0.043363914,0.039622867,0.036172081,0.03317208,0.02943178,0.028980623,0.024545709,0.023522181,0.020735261,0.017122123,0.017376295,0.018746684,0.0154276,0.013987792,0.013187109,0.01493516,0.012177764,0.009691784,0.01284491,0.011122995
QD,68,D,Mid of 2 Segments,1,16-11-2023,8.5,0.35,24.28571429,0.298622236,0.289945884,0.279643766,0.261527873,0.251755473,0.231498698,0.219648431,0.205968403,0.185427071,0.167441333,0.150284972,0.132796421,0.11455774,0.100523272,0.091689836,0.084746711,0.081465141,0.07952381,0.079553571,0.081203136,0.082843882,0.085873246,0.094780275,0.096938776,0.103166412,0.106023278,0.113454257,0.117781747,0.123681825,0.12610102,0.128598848,0.133951682,0.129434807,0.129277784,0.13007655,0.12502198,0.123410268,0.119347621,0.11527226,0.111278807,0.112996951,0.110194731,0.113886513,0.11031665,0.115836279,0.117771914,0.12227278,0.122647631,0.128293035,0.13281539,0.131891137,0.138115772,0.142202144,0.143139051,0.142251772,0.140247138,0.140178079,0.138225951,0.133071917,0.12136868,0.109514497,0.09455759,0.081337283,0.064732698,0.060763607,0.051474702,0.048770848,0.041423797,0.045209489,0.03974115,0.040347563,0.039456905,0.0389678,0.04008016,0.038825618,0.040691608,0.040483113,0.041761063,0.041832975,0.046096539,0.050329444,0.055276789,0.059958763,0.06486578,0.070599446,0.073222497,0.078669911,0.086498856,0.085666293,0.093147852,0.091776938,0.091672961,0.097995128,0.094839481,0.090859875,0.092691466,0.088400613,0.085934933,0.079175876,0.077349324,0.069439368,0.068215313,0.063072849,0.053656958,0.052104965,0.046850153,0.046425588,0.039215686,0.036627505,0.034819099,0.031395675,0.027900475,0.024974858,0.023873571,0.019389954,0.018469505,0.018334021,0.016581633,0.01742116,0.012850703,0.01493516,0.017159576,0.015017899,0.014462417,0.016684492
QD,69,B,Mid of Segments,1,16-11-2023,8.9,0.22,40.45454545,0.285485421,0.26174879,0.262849873,0.252580867,0.241429162,0.220156192,0.206012814,0.195289643,0.173645793,0.160072554,0.143985601,0.125548098,0.1064957,0.095497108,0.086932345,0.080436608,0.077925409,0.075714286,0.0759375,0.078689502,0.079106255,0.082244799,0.089091856,0.092403628,0.097717046,0.103432164,0.107642863,0.112698631,0.116190294,0.121721821,0.122996317,0.125593184,0.126357023,0.12372668,0.122713726,0.119160659,0.117051342,0.113341969,0.110130872,0.107099321,0.108336689,0.104982818,0.107784431,0.107309046,0.111389807,0.112035337,0.116614164,0.118813049,0.12300012,0.127081021,0.129099791,0.131451718,0.133504147,0.136866587,0.13677212,0.137138958,0.134819951,0.130732264,0.127482062,0.117642077,0.102967435,0.090963546,0.078121033,0.063986738,0.057026807,0.048037727,0.046241404,0.042900443,0.041281577,0.040121812,0.039743105,0.037206511,0.036439355,0.037259705,0.036902825,0.03905202,0.037724596,0.040477269,0.041832975,0.045242899,0.045804557,0.052767886,0.053608247,0.061647896,0.067394317,0.070746374,0.07479499,0.080732265,0.083613289,0.087414231,0.089130435,0.089595921,0.090500281,0.089964125,0.089325995,0.088227571,0.086016011,0.080266185,0.074834228,0.07484439,0.067904393,0.063443049,0.057166135,0.052750809,0.051035177,0.044587156,0.042009786,0.038396254,0.035533287,0.031416582,0.030440887,0.027005871,0.023913286,0.022416499,0.020126999,0.019447641,0.017213936,0.015366861,0.016531027,0.014801857,0.013842343,0.012968528,0.012835065,0.010275928,0.014759358
