STT,Cultivar,Number,Position,Point,Date,Brix,Acid,Ratio,900.826625,904.739192,909.949268,913.851816,917.750071,921.644031,925.533698,929.419072,933.300152,937.176938,941.04943,944.917629,950.068549,953.926729,957.780616,961.630209,965.475508,969.316514,973.153226,976.985644,980.813769,984.6376,989.729363,993.543176,997.352695,1001.15792,1004.958852,1008.75549,1012.547834,1016.335885,1020.119642,1023.899105,1028.931711,1032.701156,1036.466307,1040.227165,1043.983729,1047.735999,1051.483976,1055.227659,1058.967048,1062.702144,1066.432946,1071.40067,1075.121453,1078.837943,1082.55014,1086.258042,1089.961651,1093.660967,1097.355988,1101.046716,1104.733151,1109.641718,1113.318133,1116.990256,1120.658084,1124.321619,1127.980861,1131.635808,1135.286462,1138.932822,1142.574889,1147.424299,1151.056347,1154.684102,1158.307563,1161.92673,1165.541603,1169.152183,1172.75847,1176.360462,1179.958161,1184.748414,1188.336095,1191.919482,1195.498575,1199.073374,1202.64388,1206.210092,1209.772011,1213.329636,1216.882967,1221.614063,1225.157376,1228.696395,1232.231121,1235.761552,1239.287691,1242.809535,1246.327086,1249.840343,1253.349307,1258.021246,1261.520191,1265.014842,1268.5052,1271.991264,1275.473035,1278.950512,1282.423695,1285.892584,1289.35718,1293.969962,1297.42454,1300.874824,1304.320814,1307.76251,1311.199913,1314.633022,1318.061837,1321.486359,1324.906587,1328.322522,1332.870422,1336.276338,1339.677961,1343.075289,1346.468324,1349.857066,1353.241514,1356.621668,1359.997528,1363.369095,1367.857839
1,QD,28,A,1,1/10/2023,9.6,0.3,0,0.092314207,0.096046287,0.099820789,0.099494098,0.096135572,0.097269879,0.097520432,0.09277676,0.091762125,0.088691796,0.082734211,0.076790892,0.073826184,0.068538238,0.064236902,0.062886067,0.061627813,0.060587701,0.059144742,0.063060651,0.06358675,0.063230282,0.066743984,0.068896627,0.071183389,0.072078652,0.075555052,0.076692596,0.078180316,0.080559781,0.081560508,0.08444298,0.083373896,0.085434072,0.084603017,0.084432509,0.083988856,0.082894513,0.082906946,0.081871345,0.082145403,0.081076217,0.083490101,0.083562008,0.084274088,0.083369293,0.084771966,0.085466487,0.086945669,0.085375952,0.086823374,0.086992475,0.086447434,0.085489599,0.087599447,0.086605081,0.088118721,0.083700441,0.081134695,0.074511819,0.072861668,0.062362031,0.058922938,0.049959335,0.045153664,0.039099383,0.037238649,0.034841459,0.036086404,0.032881269,0.035837706,0.032929164,0.033002886,0.031941032,0.029053085,0.029435909,0.028555305,0.030682943,0.026913554,0.032434666,0.031417858,0.034401415,0.035939591,0.037142857,0.036062027,0.035995401,0.0406497,0.038524099,0.040654564,0.040911008,0.045427877,0.044459301,0.045245847,0.046317198,0.047918765,0.048546951,0.047050859,0.046854997,0.047333733,0.047606727,0.046333744,0.04742067,0.043399474,0.042635659,0.043064455,0.04012257,0.038614921,0.036699068,0.033792618,0.031758958,0.030440148,0.029448491,0.025485055,0.021923321,0.020924522,0.020167346,0.017793208,0.01433731,0.01618123,0.014768663,0.010885341,0.012333249,0.015751212,0.009360156,0.0115727
2,QD,28,B,1,1/10/2023,9.4,0.28,0,0.092525937,0.093731919,0.100179211,0.095784148,0.094868546,0.094136954,0.089624602,0.088327663,0.086887643,0.0868246,0.079305387,0.075502094,0.071899402,0.066505324,0.063690205,0.060912835,0.059933855,0.060284762,0.061414084,0.06065069,0.060794517,0.064751704,0.065700203,0.068839546,0.070226774,0.072865169,0.0753285,0.076462115,0.076882228,0.07970794,0.081181744,0.081542518,0.08476462,0.082092263,0.085292091,0.083484717,0.082923632,0.08425344,0.080652155,0.083466241,0.079739843,0.080356339,0.082773448,0.083739046,0.081998775,0.082161043,0.084686077,0.081845739,0.084865629,0.08703213,0.086078464,0.085421318,0.085035708,0.086419753,0.085956416,0.085361521,0.085261314,0.085328481,0.080837135,0.077800617,0.072333685,0.070198675,0.056557008,0.051469734,0.045508274,0.043336158,0.039094396,0.036846723,0.037992376,0.035440123,0.035325739,0.033950223,0.031998996,0.033046683,0.030966045,0.031546851,0.028781038,0.027163752,0.028205404,0.030058878,0.03080977,0.0326322,0.036321927,0.035391705,0.036152182,0.039090829,0.040215409,0.042205291,0.042700077,0.044369464,0.044505909,0.047133545,0.047249353,0.047069643,0.04850621,0.049554846,0.047389354,0.052146454,0.049216811,0.048814144,0.050202216,0.045382024,0.046842439,0.043004799,0.043629853,0.041846213,0.037350452,0.039972228,0.035904657,0.032776873,0.031777046,0.028616025,0.028106974,0.025524253,0.022739404,0.020381892,0.018769665,0.017730108,0.016627609,0.016383985,0.015602322,0.011955701,0.016828218,0.008102822,0.008902077
3,QD,28,A,2,1/10/2023,9.2,0.26,0,0.083421554,0.084474446,0.082258065,0.086846543,0.084573963,0.083246308,0.079927968,0.081784873,0.076651231,0.074921228,0.073775025,0.070346902,0.062671129,0.059922556,0.05667426,0.055164722,0.053561345,0.053998788,0.054464222,0.05569688,0.05609849,0.058666018,0.059089591,0.061875678,0.062461313,0.065730337,0.065756683,0.066781907,0.069742743,0.069485853,0.07228079,0.071193144,0.072943467,0.073737741,0.074113774,0.075744412,0.074074074,0.073382028,0.072326771,0.074074074,0.071632217,0.073877441,0.071306996,0.071434894,0.071847379,0.073875895,0.074379455,0.075109464,0.074715035,0.074196754,0.076808475,0.075332837,0.077395781,0.073989515,0.076011761,0.077011903,0.074661259,0.074698334,0.072009522,0.069373073,0.063357973,0.059381898,0.050811176,0.046125247,0.040070922,0.039099383,0.035630335,0.034841459,0.034688691,0.033265097,0.034557788,0.034077856,0.033128372,0.031326781,0.028096604,0.029670459,0.030586907,0.027713626,0.031865648,0.027373205,0.028478768,0.030862984,0.032689734,0.033087558,0.037414353,0.036083842,0.037870234,0.036555089,0.041251172,0.038211725,0.040398961,0.043874311,0.040737958,0.044143466,0.0452333,0.045607257,0.043835153,0.044806691,0.043995549,0.043035791,0.045278706,0.04139337,0.04059074,0.042912514,0.038541274,0.037632864,0.036183251,0.035806388,0.034697777,0.030944625,0.029823118,0.026847034,0.026114316,0.024041517,0.02103128,0.018665522,0.018335684,0.017839553,0.0126102,0.015807084,0.014271892,0.010948905,0.019116855,0.01313216,0.008160237
4,QD,28,B,2,1/10/2023,9.2,0.265,0,0.082786365,0.084860174,0.075985663,0.082462057,0.080139373,0.083246308,0.083945145,0.083355143,0.075798196,0.077255222,0.071120451,0.067876705,0.060642937,0.058954501,0.057767654,0.055679478,0.052190046,0.051651015,0.05219488,0.051948052,0.051465922,0.05531889,0.056944042,0.058622067,0.061448427,0.064382022,0.065246942,0.066032844,0.066792542,0.06924247,0.070955116,0.070533949,0.073152076,0.073592445,0.073271572,0.074243741,0.073664372,0.073127229,0.073801058,0.072301967,0.069315752,0.07252767,0.070859088,0.072674161,0.069046994,0.072926556,0.072833462,0.074351634,0.073300607,0.074527989,0.075318656,0.076077069,0.076233184,0.074243193,0.076098236,0.075057737,0.073739515,0.071921088,0.070819282,0.064953751,0.063885956,0.055629139,0.048557909,0.042058789,0.037234043,0.035831013,0.032784857,0.034841459,0.029606099,0.030962129,0.03046205,0.027823867,0.028987326,0.025184275,0.024629364,0.024744928,0.026862302,0.023424612,0.026590591,0.023241401,0.027161245,0.027029684,0.028388453,0.030322581,0.030292102,0.030865835,0.032485017,0.033815598,0.035796471,0.037115141,0.034112815,0.038358683,0.038650973,0.040381239,0.041121182,0.03981186,0.039942456,0.041990271,0.041427715,0.039327296,0.041058555,0.038202446,0.038325632,0.037375415,0.036373916,0.033228,0.033946114,0.027871454,0.028160515,0.02656759,0.02540107,0.02289282,0.022233875,0.021605592,0.017401516,0.017914611,0.01551481,0.016963993,0.015176878,0.012114919,0.012457668,0.011452303,0.007135164,0.010477787,0.008456973
5,QD,28,A,3,1/10/2023,9.2,0.27,0,0.085750582,0.088138862,0.084946237,0.091399663,0.086791258,0.089810533,0.089486078,0.086364826,0.083597368,0.080406115,0.077535671,0.073783697,0.072609269,0.062052275,0.063781321,0.061341798,0.058320561,0.058467131,0.056875399,0.058910162,0.061936794,0.061465433,0.062684836,0.065357612,0.067582016,0.068820225,0.070004531,0.071161049,0.07617418,0.076118041,0.077899123,0.079103494,0.078854044,0.078750454,0.079243549,0.079930495,0.078826614,0.075760149,0.079177868,0.076200603,0.076443336,0.077206875,0.077756875,0.078339382,0.078498294,0.07948563,0.078502104,0.080919502,0.081870372,0.082891686,0.08251945,0.082775159,0.081298788,0.080500592,0.081546178,0.082163795,0.079730851,0.08140203,0.077563975,0.074306269,0.070116156,0.063245033,0.058584948,0.047519461,0.046572104,0.039704636,0.039960411,0.037849355,0.037865311,0.034800409,0.037245616,0.033056796,0.033755804,0.031081081,0.030248685,0.028966811,0.03013544,0.029803145,0.028205404,0.03129842,0.029897639,0.032927069,0.034027911,0.036036866,0.037414353,0.038825506,0.038825675,0.040921154,0.039717037,0.042176297,0.044086833,0.043957881,0.0462476,0.044645097,0.045149379,0.04846296,0.048658712,0.048817957,0.047162544,0.046140578,0.047652541,0.046179755,0.042584036,0.043650794,0.043912552,0.040984391,0.042700126,0.037294188,0.036709243,0.034303746,0.031468531,0.031217482,0.027163083,0.026795171,0.021138038,0.020918258,0.018118694,0.016963993,0.016850798,0.01949925,0.015602322,0.018499874,0.013866451,0.011874825,0.009940653
6,QD,28,B,3,1/10/2023,9.25,0.25,0,0.080033877,0.080810029,0.085663082,0.0846543,0.082039911,0.082052812,0.080205015,0.080476315,0.07421399,0.075271327,0.069129521,0.068306304,0.061251394,0.057405615,0.053302961,0.053448868,0.051625393,0.050439261,0.050776541,0.052684429,0.051846681,0.055440604,0.056596115,0.057537531,0.06156097,0.061348315,0.064000906,0.064016134,0.066674534,0.068451476,0.067925005,0.070995386,0.070926917,0.071994188,0.071663732,0.071558329,0.070550639,0.070834041,0.070765762,0.069732412,0.07002851,0.069558175,0.070321598,0.070018589,0.07018465,0.069474411,0.072747574,0.07132031,0.071969382,0.07229215,0.071759642,0.072438601,0.074240159,0.07322848,0.075406434,0.071415882,0.072080376,0.071633787,0.068736362,0.065262076,0.060823654,0.055960265,0.049459216,0.044731033,0.038297872,0.037404673,0.036620067,0.032961524,0.029606099,0.031345957,0.031102009,0.03063178,0.026854059,0.028501229,0.023672884,0.026034948,0.021896163,0.025184208,0.024329853,0.025720483,0.023918111,0.027422843,0.027337029,0.029308756,0.030742878,0.030688954,0.034569617,0.034414862,0.034347567,0.035512442,0.035789121,0.036854421,0.039402287,0.039127163,0.041037261,0.039223921,0.04112719,0.042843731,0.042112471,0.040534713,0.039563918,0.040772913,0.039412884,0.035898856,0.036750848,0.034664368,0.033070713,0.033128348,0.03077542,0.025447883,0.023858494,0.025390219,0.020555847,0.020864224,0.018042063,0.015983694,0.012476945,0.010725621,0.014507309,0.01303796,0.01161103,0.011200604,0.009827679,0.005169042,0.00652819
7,QD,28,A,4,1/10/2023,9.3,0.23,0,0.080245607,0.081774349,0.089426523,0.081787521,0.083623693,0.086230046,0.082421388,0.082439152,0.077260541,0.076905123,0.072115916,0.0712061,0.062164081,0.06195547,0.057403189,0.054221002,0.054609986,0.053392911,0.054464222,0.05388941,0.054194695,0.056231743,0.058161786,0.060619898,0.063305385,0.06241573,0.065473493,0.066493806,0.068562662,0.070702768,0.070765734,0.072841134,0.072734858,0.073955685,0.07403721,0.072585104,0.077187807,0.074061491,0.071112653,0.071150097,0.070919458,0.07270764,0.071575741,0.072320085,0.072810011,0.07232243,0.074808898,0.071488717,0.075630252,0.076184167,0.077718921,0.076655917,0.075236672,0.076695417,0.076011761,0.073103571,0.074108213,0.072974526,0.071414402,0.068756423,0.063569166,0.058498896,0.049121226,0.040199837,0.041489362,0.036799419,0.035382902,0.034214814,0.031766201,0.029042989,0.030974018,0.029355456,0.029614757,0.027641278,0.025346724,0.026973144,0.024040632,0.026833828,0.026805899,0.025410598,0.029086855,0.0326322,0.029439878,0.03124424,0.029751172,0.03245777,0.035611917,0.036726308,0.036733998,0.037536904,0.037716872,0.041367207,0.039903164,0.04222055,0.041960389,0.041239711,0.039011593,0.040966118,0.040571771,0.040448469,0.042201512,0.039531998,0.040500136,0.039590255,0.037033547,0.038590443,0.033848847,0.031442174,0.027657649,0.027890879,0.028074866,0.027263267,0.02370215,0.021817412,0.02103128,0.016412787,0.018227189,0.01433731,0.013391363,0.011538018,0.012578616,0.01208155,0.009558428,0.009360156,0.011721068
8,QD,28,B,4,1/10/2023,9.15,0.27,0,0.076646199,0.074252652,0.077419355,0.078920742,0.075546405,0.078173952,0.075772268,0.071316409,0.06653668,0.064534952,0.064484017,0.062828912,0.057600649,0.051984511,0.046560364,0.045470144,0.043155602,0.044986368,0.044890433,0.046057036,0.046262216,0.047711782,0.048767759,0.051601119,0.053289066,0.054325843,0.057091074,0.057850763,0.058827,0.058777,0.061486017,0.064337508,0.062930255,0.062549946,0.065691754,0.065081747,0.062520485,0.064888738,0.062700546,0.061403509,0.062722737,0.061819491,0.063065484,0.062140391,0.064233832,0.064037283,0.064502276,0.064247221,0.065146851,0.066081484,0.065055454,0.064417432,0.065769806,0.064941654,0.066413006,0.064576301,0.065259471,0.065025857,0.062388415,0.056012333,0.052692714,0.049889625,0.043713384,0.035320088,0.033096927,0.031715289,0.032042558,0.02970297,0.02566709,0.024948823,0.024830411,0.025143586,0.022085582,0.023464373,0.023553324,0.02298581,0.023476298,0.021445068,0.020346647,0.020555728,0.020877673,0.023392962,0.0233225,0.024516129,0.025243419,0.025559388,0.028836967,0.030648061,0.029233785,0.030535639,0.031263096,0.031171653,0.033475248,0.033860045,0.035750252,0.033932471,0.035880511,0.0348212,0.033039459,0.035101337,0.03349745,0.034479702,0.032798768,0.029438907,0.02911798,0.028535861,0.027429238,0.026978774,0.022025546,0.02259772,0.022007404,0.020395421,0.018248558,0.015568735,0.012277143,0.012121862,0.014104372,0.012367298,0.009708738,0.009115034,0.011852927,0.006795872,0.00915455,0.007544007,0.005192878
9,QD,28,A,5,1/10/2023,9,0.31,0,0.092525937,0.09045323,0.090681004,0.094772344,0.091542604,0.092794271,0.088377892,0.085056268,0.085181574,0.079472517,0.076318991,0.072602298,0.066423284,0.061568248,0.059863326,0.057395333,0.055658627,0.054453196,0.054818807,0.057370465,0.056860008,0.058726874,0.061235141,0.063416862,0.063924371,0.066460674,0.066832805,0.069605301,0.070863819,0.073197444,0.073858974,0.076334871,0.07489048,0.076062477,0.078477911,0.076376274,0.077597509,0.077968405,0.075795681,0.076466419,0.077423378,0.074867273,0.076054824,0.075241214,0.076923077,0.076723915,0.080219875,0.07696194,0.076711873,0.077343491,0.079788115,0.078309766,0.077561867,0.08075427,0.078433068,0.077100728,0.078440409,0.07680521,0.073993255,0.071120247,0.062407603,0.057836645,0.049459216,0.042988265,0.040307329,0.040067788,0.035506619,0.035468104,0.03227446,0.031729785,0.032125944,0.032291002,0.025599197,0.033660934,0.028933525,0.024158555,0.026410835,0.027383702,0.027451825,0.027992976,0.027262592,0.031354433,0.031064806,0.031152074,0.032095204,0.034315026,0.036393642,0.037154353,0.038779511,0.038717841,0.037381611,0.039612235,0.042741464,0.041050079,0.040701578,0.043003528,0.040280951,0.042160963,0.042112471,0.042604571,0.040706875,0.041836554,0.041587388,0.039405685,0.039295138,0.035717706,0.033557047,0.031342988,0.0304737,0.027890879,0.027972028,0.024141519,0.021080231,0.018957848,0.017508274,0.015876421,0.016708256,0.014665645,0.014060931,0.009922695,0.016569908,0.010067959,0.009962305,0.008242526,0.009940653
