STT,QD,Number,Position,Point,Date,Brix,Acid,Ratio,900.826625,904.739192,909.949268,913.851816,917.750071,921.644031,925.533698,929.419072,933.300152,937.176938,941.04943,944.917629,950.068549,953.926729,957.780616,961.630209,965.475508,969.316514,973.153226,976.985644,980.813769,984.6376,989.729363,993.543176,997.352695,1001.15792,1004.958852,1008.75549,1012.547834,1016.335885,1020.119642,1023.899105,1028.931711,1032.701156,1036.466307,1040.227165,1043.983729,1047.735999,1051.483976,1055.227659,1058.967048,1062.702144,1066.432946,1071.40067,1075.121453,1078.837943,1082.55014,1086.258042,1089.961651,1093.660967,1097.355988,1101.046716,1104.733151,1109.641718,1113.318133,1116.990256,1120.658084,1124.321619,1127.980861,1131.635808,1135.286462,1138.932822,1142.574889,1147.424299,1151.056347,1154.684102,1158.307563,1161.92673,1165.541603,1169.152183,1172.75847,1176.360462,1179.958161,1184.748414,1188.336095,1191.919482,1195.498575,1199.073374,1202.64388,1206.210092,1209.772011,1213.329636,1216.882967,1221.614063,1225.157376,1228.696395,1232.231121,1235.761552,1239.287691,1242.809535,1246.327086,1249.840343,1253.349307,1258.021246,1261.520191,1265.014842,1268.5052,1271.991264,1275.473035,1278.950512,1282.423695,1285.892584,1289.35718,1293.969962,1297.42454,1300.874824,1304.320814,1307.76251,1311.199913,1314.633022,1318.061837,1321.486359,1324.906587,1328.322522,1332.870422,1336.276338,1339.677961,1343.075289,1346.468324,1349.857066,1353.241514,1356.621668,1359.997528,1363.369095,1367.857839,1371.219387
1,Quyt Duong,1,Mid of Segments,1,30-09-2023,7.9,0.51,15.49019608,0.290932393,0.282540587,0.27735369,0.272539573,0.257331681,0.248977315,0.230984064,0.2125512,0.194775259,0.171182406,0.153484652,0.129217002,0.111025799,0.09556596,0.085387705,0.078813322,0.075360386,0.073428571,0.073303571,0.074386503,0.077381197,0.081478794,0.08889156,0.09430677,0.100070181,0.10551355,0.113762437,0.119659294,0.125256478,0.129932819,0.132074493,0.13616264,0.1345831,0.135744535,0.13007655,0.127307895,0.121761658,0.117699011,0.115096985,0.108666628,0.109084633,0.107560137,0.104647847,0.107025309,0.108938547,0.112035337,0.114105705,0.119167011,0.121195718,0.126587742,0.132842733,0.137135764,0.140718765,0.143209529,0.146927742,0.147676446,0.143251123,0.140913904,0.138328049,0.126450411,0.11393589,0.095755605,0.084045705,0.066721923,0.058082859,0.04955639,0.046162359,0.042745007,0.041589649,0.03882756,0.039591991,0.036906459,0.036290622,0.035404142,0.035053986,0.036965271,0.037128159,0.039042441,0.038455634,0.04462207,0.045566405,0.050744578,0.055505155,0.059276823,0.065315315,0.069066148,0.073353159,0.079176201,0.084733109,0.087978193,0.08979206,0.089595921,0.09434139,0.092539785,0.091220789,0.091028446,0.08678249,0.08248439,0.081149353,0.076893882,0.069146992,0.065337918,0.061443411,0.055598706,0.049650746,0.04470948,0.042308151,0.037986538,0.034842202,0.032437337,0.027127211,0.025887615,0.023801542,0.020623179,0.018312734,0.017088608,0.015858044,0.013605442,0.015704476,0.013119828,0.010855311,0.011149771,0.011525365,0.011512845,0.010588235,0.008788159
2,Quyt Duong,1,Mid of 2 Segments,1,30-09-2023,7.9,0.515,15.33980583,0.274911887,0.264596981,0.26692112,0.259922,0.241842214,0.23298624,0.215048464,0.203188999,0.182225637,0.163020066,0.141885811,0.125548098,0.100737101,0.090608648,0.080197714,0.073663588,0.069563433,0.067619048,0.067455357,0.069785276,0.071261346,0.075229802,0.081360413,0.08819242,0.09375387,0.098589754,0.106322092,0.110866877,0.116762895,0.119382931,0.125019453,0.127426661,0.12501399,0.125844111,0.124758955,0.1184573,0.115108337,0.109750353,0.106216406,0.103500319,0.10200794,0.100229095,0.099971486,0.100158892,0.102553871,0.103086278,0.110080504,0.112795705,0.115361482,0.119805155,0.124468693,0.128315693,0.132492752,0.135457044,0.138890918,0.139337427,0.137892995,0.133664576,0.125146004,0.116541035,0.103222515,0.091733698,0.075751164,0.060256942,0.051746548,0.046279274,0.043553869,0.039092251,0.035274184,0.035097069,0.033622969,0.032480684,0.032349223,0.032880576,0.033205147,0.034207781,0.031909342,0.03375623,0.036306417,0.037792954,0.039374454,0.044350923,0.049402062,0.056990431,0.058991684,0.061107181,0.064882401,0.070022883,0.07474804,0.079706739,0.081096408,0.082609517,0.081693835,0.08545672,0.08382207,0.080525164,0.078691875,0.077801512,0.071755605,0.067709124,0.063664937,0.057688259,0.055672483,0.04776699,0.045749166,0.040733945,0.038011696,0.035352649,0.030753283,0.026312805,0.02415052,0.023986581,0.020169851,0.018381529,0.015194466,0.015017261,0.014089489,0.011783285,0.010999491,0.010294019,0.011948128,0.012889451,0.012049245,0.0094196,0.012192513,0.009481961
3,Quyt Duong,1,Mid of Segments,2,30-09-2023,7.9,0.52,15.19230769,0.2816405,0.26829963,0.265648855,0.258774948,0.242874845,0.232800298,0.216691309,0.203481568,0.18209758,0.166307675,0.142585741,0.125548098,0.1064957,0.089851281,0.080321285,0.075678701,0.07038424,0.068666667,0.068705357,0.071276414,0.073561424,0.077810031,0.084485038,0.089974085,0.096313421,0.102285277,0.108259223,0.114301415,0.119625901,0.124110475,0.126679463,0.129691544,0.128987129,0.127675403,0.123239642,0.120508763,0.115932642,0.113400848,0.108027577,0.103906658,0.102928485,0.100687285,0.100199601,0.101407332,0.103180937,0.105151446,0.108797107,0.112559731,0.116865151,0.123196448,0.125737487,0.128185025,0.133773852,0.135457044,0.136699057,0.136077629,0.136632259,0.135537998,0.131486735,0.120945202,0.106708613,0.093701865,0.0787135,0.065810195,0.054914703,0.049236672,0.045529998,0.039947152,0.038431916,0.035249334,0.038080846,0.035481209,0.033613445,0.032435241,0.033870729,0.033909674,0.033996869,0.036927957,0.038762665,0.043613224,0.044534413,0.050339916,0.049484536,0.05546617,0.060724186,0.065970994,0.071190412,0.074508009,0.080720418,0.082432559,0.085916824,0.088840634,0.087596028,0.089228222,0.088062799,0.085689278,0.081161642,0.077308577,0.075386801,0.072263549,0.06695417,0.061618359,0.056962455,0.050809061,0.046567239,0.04440367,0.040458289,0.033889377,0.033690394,0.02982874,0.028138163,0.024993011,0.020728573,0.020735261,0.017065427,0.015995397,0.015327477,0.013605442,0.014114954,0.012783422,0.011219583,0.009963625,0.011263424,0.007897241,0.010481283,0.012950971
4,Quyt Duong,1,Mid of 2 Segments,2,30-09-2023,7.95,0.495,16.06060606,0.248638257,0.236115067,0.238931298,0.23193393,0.211069806,0.206954258,0.193855758,0.180076068,0.163529261,0.147829044,0.128887111,0.112214765,0.089987715,0.078697329,0.069447019,0.063979849,0.061355358,0.05952381,0.060401786,0.06109407,0.063950384,0.067731011,0.072507311,0.077097506,0.083433101,0.089117322,0.095139562,0.099143655,0.10449969,0.108783279,0.11018312,0.112003883,0.113766088,0.111079318,0.109332087,0.106851884,0.10321479,0.10044748,0.096108904,0.091252104,0.090386054,0.089690722,0.089649273,0.090738849,0.091209668,0.094022487,0.096429821,0.099699133,0.104174185,0.107041559,0.111336674,0.114464916,0.116445284,0.120233984,0.120844597,0.120612539,0.119848712,0.118677201,0.114300017,0.105530617,0.090043364,0.080352559,0.068810834,0.055035226,0.045329001,0.040764128,0.036676943,0.033729696,0.03180838,0.031975638,0.03060068,0.031280474,0.02959768,0.027833445,0.027880491,0.027574899,0.029374487,0.028772089,0.032391772,0.03298153,0.03889815,0.038685659,0.043628866,0.046151241,0.051888427,0.055624337,0.058664504,0.060778032,0.064389698,0.069179434,0.069092628,0.075245468,0.075885329,0.074786128,0.073445818,0.069321663,0.068301823,0.06580677,0.063151247,0.060422043,0.056209341,0.050600042,0.048747369,0.04381877,0.038008936,0.035412844,0.033416876,0.029733685,0.026434001,0.024384711,0.02190396,0.019904948,0.018158453,0.01619592,0.014117247,0.013176064,0.010965042,0.011236638,0.010490844,0.008746552,0.009543931,0.00767041,0.007683576,0.0094196,0.01026738,0.008556892
5,Quyt Duong,1,Mid of Segments,3,30-09-2023,8,0.47,17.0212766,0.279718039,0.26829963,0.257506361,0.257857307,0.246385791,0.2288955,0.215212748,0.201579871,0.183122039,0.163133432,0.145885411,0.127606264,0.105420762,0.091297163,0.079456287,0.075398825,0.07038424,0.069190476,0.068392857,0.069444444,0.072534604,0.077003709,0.084044386,0.08888079,0.094662098,0.101563164,0.106190015,0.112011723,0.118385265,0.121721821,0.124137573,0.126833477,0.130554001,0.1256152,0.124875825,0.12027431,0.115343853,0.112753179,0.107092779,0.104080803,0.102353144,0.102004582,0.099515255,0.101407332,0.103351955,0.105323543,0.107980399,0.110966905,0.116023096,0.120915033,0.124722451,0.129034366,0.131953341,0.131862711,0.135530065,0.136077629,0.135371523,0.133175857,0.128316369,0.119590074,0.103562622,0.090706829,0.077359289,0.060505595,0.056701868,0.047797938,0.044265275,0.041035206,0.036737523,0.038142368,0.035209671,0.03623134,0.033762177,0.032954798,0.03305724,0.032046505,0.03451875,0.036625887,0.038992938,0.040819494,0.045248869,0.046617028,0.051463918,0.055804895,0.058385308,0.062610541,0.069568352,0.074782609,0.077360956,0.080364696,0.084499055,0.085064199,0.089750796,0.086468586,0.085626635,0.083413567,0.079628683,0.077308577,0.070650458,0.068620009,0.064907536,0.061477998,0.056690882,0.050614887,0.047070669,0.042813456,0.039563194,0.034942932,0.031444368,0.028240898,0.026621735,0.023427453,0.023019332,0.019614436,0.017745776,0.015304948,0.014089489,0.012755102,0.013415565,0.013658077,0.012749526,0.010754389,0.009866411,0.007611798,0.009090909,0.01006013
6,Quyt Duong,1,Mid of 2 Segments,3,30-09-2023,7.95,0.49,16.2244898,0.270426145,0.263172885,0.27480916,0.251663226,0.240190004,0.227593901,0.218662724,0.199970743,0.177103342,0.161206212,0.141085891,0.121252796,0.100353194,0.087234922,0.07927093,0.070584943,0.067921818,0.064619048,0.066339286,0.067399455,0.069413069,0.073052733,0.080238753,0.084669582,0.090575073,0.096720754,0.103284318,0.109355681,0.113375006,0.118536949,0.122321938,0.125593184,0.12299944,0.123383312,0.121778765,0.116698904,0.114166274,0.109338201,0.105632157,0.103210077,0.100972326,0.097766323,0.099059025,0.099421178,0.102952913,0.102914181,0.106755338,0.111615834,0.114038253,0.119496855,0.121804225,0.125767673,0.128177466,0.131580802,0.133411266,0.133272686,0.131510519,0.129266107,0.125479726,0.113576692,0.101436953,0.088139654,0.071857808,0.056775798,0.049715678,0.043961314,0.042526283,0.036216678,0.034504005,0.033117625,0.034076313,0.031505513,0.029300216,0.032806353,0.031578169,0.030332389,0.031163796,0.034133817,0.032929076,0.035852864,0.036596015,0.042084817,0.045195876,0.050554662,0.054920305,0.056950831,0.062719654,0.067643021,0.069242255,0.074537081,0.076181474,0.077888973,0.07925801,0.078097691,0.078227917,0.077199125,0.074944643,0.070982583,0.067335017,0.065128283,0.058913822,0.056495193,0.05187046,0.044983819,0.042036373,0.039021407,0.035684449,0.032016389,0.029313522,0.025121924,0.02302724,0.021470506,0.01832607,0.017036539,0.01326681,0.013521289,0.012261982,0.010629252,0.013733469,0.010428581,0.010855311,0.009331014,0.013620885,0.006089439,0.011016043,0.006128585
7,Quyt Duong,1,Mid of Segments,4,30-09-2023,7.9,0.51,15.49019608,0.264658763,0.254628311,0.265394402,0.246157376,0.231722429,0.219970249,0.206505668,0.192071387,0.171212703,0.156218116,0.135186481,0.117404922,0.096207002,0.084480859,0.075502008,0.069521411,0.065459396,0.063047619,0.064107143,0.065823108,0.06855054,0.071722303,0.077955374,0.082887917,0.090120959,0.095106618,0.101259135,0.106653844,0.111943503,0.116148296,0.118586917,0.12025453,0.121320649,0.119091221,0.118857009,0.114764668,0.109043806,0.105569948,0.101250292,0.099843269,0.096887406,0.095074456,0.096492729,0.096640563,0.096967279,0.099529601,0.103663517,0.107191316,0.111812823,0.114132445,0.117934403,0.120344963,0.124738723,0.128550285,0.1281508,0.128951558,0.128358679,0.127637045,0.121975638,0.112136868,0.098120908,0.086342632,0.071011426,0.058350601,0.051096669,0.047718008,0.041498696,0.037615606,0.035659273,0.034107347,0.034529656,0.028655015,0.028854019,0.028946782,0.029655376,0.031152184,0.031312905,0.032850023,0.032468529,0.037016918,0.038024927,0.042732276,0.046103093,0.050300618,0.053707554,0.057746728,0.065152744,0.067459954,0.071948488,0.073409155,0.0731569,0.078361027,0.080475923,0.079109558,0.076964721,0.075185996,0.071708397,0.071146895,0.067335017,0.067253681,0.059352387,0.055582848,0.050919954,0.04433657,0.041658801,0.038654434,0.034849027,0.029909277,0.028795208,0.025348758,0.02358888,0.021526419,0.017767348,0.017596951,0.015251162,0.012313003,0.011967223,0.011722546,0.01233469,0.00921752,0.008451115,0.007749486,0.011263424,0.005708849,0.010802139,0.00786309
8,Quyt Duong,1,Mid of 2 Segments,4,30-09-2023,7.75,0.415,18.6746988,0.259852611,0.254343492,0.235368957,0.242486809,0.228211483,0.213276311,0.201905701,0.189438268,0.166730695,0.15066319,0.131586841,0.118120805,0.096130221,0.083585789,0.072474513,0.068066051,0.062791771,0.064333333,0.062589286,0.062457396,0.066291535,0.070472504,0.07591235,0.082159054,0.08677703,0.091920822,0.099277978,0.10349407,0.107935296,0.111868624,0.115266898,0.116749353,0.120537213,0.116744878,0.115409338,0.111599555,0.107748469,0.102331606,0.100899743,0.096766703,0.094988781,0.092325315,0.092728828,0.095732607,0.094801049,0.098554383,0.101621748,0.107722258,0.109046072,0.114070786,0.114698979,0.119691624,0.122513654,0.123828318,0.125812815,0.125843378,0.128910251,0.123157123,0.117720674,0.109850089,0.097950855,0.083946603,0.067456623,0.056527145,0.047684809,0.041643354,0.038653071,0.036760706,0.034504005,0.033574419,0.030222894,0.029180107,0.029300216,0.028204557,0.030173051,0.028618274,0.030940133,0.032170367,0.035001535,0.033602359,0.037707391,0.039899644,0.044206186,0.046659328,0.052841303,0.058012027,0.057943588,0.066727689,0.068682344,0.07181126,0.074669187,0.078833082,0.077196927,0.073958238,0.076694036,0.072560175,0.071793562,0.070489648,0.067019261,0.058524366,0.057963599,0.054810864,0.049290515,0.045825243,0.040589013,0.036574924,0.034610335,0.030026339,0.027182677,0.02568901,0.022577928,0.020128599,0.018270198,0.018829859,0.015024379,0.012888377,0.011082945,0.013605442,0.010363683,0.012043329,0.011146729,0.011070694,0.007421636,0.012749762,0.009304813,0.012141536
9,Quyt Duong,1,Mid of Segments,5,30-09-2023,7.6,0.32,23.75,0.272669016,0.269723725,0.262849873,0.251663226,0.244114002,0.226664187,0.211434204,0.198215331,0.177743629,0.157238408,0.140585941,0.12196868,0.100353194,0.087234922,0.076923077,0.070920795,0.067614015,0.066238095,0.065491071,0.067229039,0.069659506,0.073657475,0.079077034,0.084953029,0.089006316,0.095106618,0.102271727,0.107569721,0.113518156,0.116844986,0.120661929,0.122195858,0.122607722,0.123211629,0.120551627,0.11716781,0.111104569,0.107925106,0.10434681,0.100946189,0.100051781,0.097823597,0.097804391,0.097832255,0.10141375,0.103430473,0.106171975,0.109197098,0.113256345,0.11684548,0.119393516,0.125441004,0.13013283,0.130805554,0.132169212,0.133727542,0.133401623,0.12934756,0.122559653,0.111205217,0.102457274,0.0848879,0.073042742,0.059925404,0.049390739,0.043002158,0.039996838,0.036216678,0.034504005,0.032204035,0.03279184,0.029330133,0.030043876,0.028724115,0.028176305,0.032046505,0.030865578,0.032774505,0.032622045,0.037249728,0.038739382,0.039333118,0.045113402,0.051740198,0.054920305,0.056685532,0.06262954,0.066361556,0.068682344,0.07378513,0.074291115,0.077039275,0.078976953,0.079477509,0.079400884,0.077286652,0.074859479,0.070325337,0.067492895,0.062623349,0.059352387,0.054389782,0.051123634,0.045760518,0.044679378,0.037859327,0.034490989,0.031957858,0.027470629,0.026653057,0.02358888,0.021246855,0.017990837,0.016812374,0.015081075,0.01438435,0.0128515,0.012208455,0.011253815,0.011437799,0.008815387,0.010912542,0.00750895,0.011227402,0.008983957,0.005434783
