Cultivar,Number,Position,Point,Date,Brix,Acid,Ratio,900.826625,904.739192,909.949268,913.851816,917.750071,921.644031,925.533698,929.419072,933.300152,937.176938,941.04943,944.917629,950.068549,953.926729,957.780616,961.630209,965.475508,969.316514,973.153226,976.985644,980.813769,984.6376,989.729363,993.543176,997.352695,1001.15792,1004.958852,1008.75549,1012.547834,1016.335885,1020.119642,1023.899105,1028.931711,1032.701156,1036.466307,1040.227165,1043.983729,1047.735999,1051.483976,1055.227659,1058.967048,1062.702144,1066.432946,1071.40067,1075.121453,1078.837943,1082.55014,1086.258042,1089.961651,1093.660967,1097.355988,1101.046716,1104.733151,1109.641718,1113.318133,1116.990256,1120.658084,1124.321619,1127.980861,1131.635808,1135.286462,1138.932822,1142.574889,1147.424299,1151.056347,1154.684102,1158.307563,1161.92673,1165.541603,1169.152183,1172.75847,1176.360462,1179.958161,1184.748414,1188.336095,1191.919482,1195.498575,1199.073374,1202.64388,1206.210092,1209.772011,1213.329636,1216.882967,1221.614063,1225.157376,1228.696395,1232.231121,1235.761552,1239.287691,1242.809535,1246.327086,1249.840343,1253.349307,1258.021246,1261.520191,1265.014842,1268.5052,1271.991264,1275.473035,1278.950512,1282.423695,1285.892584,1289.35718,1293.969962,1297.42454,1300.874824,1304.320814,1307.76251,1311.199913,1314.633022,1318.061837,1321.486359,1324.906587,1328.322522,1332.870422,1336.276338,1339.677961,1343.075289,1346.468324,1349.857066,1353.241514,1356.621668,1359.997528,1363.369095,1367.857839
QD,11,A,9,30-09-2023,5.5,0.44,12.5,0.136989202,0.136162006,0.132795699,0.139797639,0.134463098,0.140235715,0.135752874,0.130986653,0.127223982,0.124051815,0.116580024,0.112662442,0.101612413,0.093514037,0.086924829,0.082875772,0.080422683,0.082702211,0.081128998,0.080198152,0.085480391,0.086416748,0.088257466,0.092299789,0.095211299,0.098539326,0.098153602,0.103889369,0.106266226,0.107514451,0.111861625,0.114304548,0.116264516,0.118125681,0.119669244,0.117605244,0.116846935,0.117717004,0.116728818,0.117933723,0.113328582,0.117160083,0.113499955,0.11489776,0.116040956,0.117372918,0.117066048,0.119905692,0.117979865,0.119244783,0.118440656,0.121061771,0.120079721,0.119313377,0.120373573,0.117427607,0.114019725,0.115590883,0.110097203,0.107502569,0.095670539,0.08785872,0.077512393,0.065063321,0.059692671,0.058467498,0.052826921,0.050883569,0.043329098,0.046571136,0.044541149,0.046585833,0.042539842,0.03968059,0.043041607,0.039990618,0.041422122,0.041020565,0.04187749,0.042970767,0.041349954,0.041773147,0.045020073,0.04562212,0.046520014,0.052003184,0.052201859,0.052649602,0.053694707,0.055250949,0.05565334,0.056493398,0.057099925,0.059777611,0.060171198,0.057534016,0.060844546,0.059315524,0.05880339,0.057266063,0.059961315,0.054688885,0.055087433,0.056293835,0.05248775,0.050943216,0.047368933,0.044634001,0.042743639,0.040105863,0.034965035,0.031841831,0.032826429,0.028171997,0.02391374,0.022849174,0.01909515,0.01970012,0.015734851,0.021345333,0.01233672,0.01472439,0.00538503,0.012852752,0.008902077
QD,11,A,3,30-09-2023,5.9,0.38,15.52631579,0.135718823,0.138862102,0.144982079,0.140978078,0.141273361,0.140384902,0.139354481,0.13543575,0.133682671,0.125685611,0.119677027,0.112018043,0.104046243,0.096030978,0.09047836,0.089996568,0.085988546,0.084898516,0.084603929,0.0882983,0.089097601,0.089885589,0.094404175,0.097722473,0.100894716,0.102022472,0.107442229,0.11028522,0.112284635,0.115363553,0.117732466,0.122148978,0.119949934,0.124010171,0.123420871,0.120290656,0.119550967,0.120349924,0.118896887,0.116959064,0.119565217,0.118329884,0.118247783,0.115163318,0.119803973,0.117286614,0.120243923,0.12057932,0.121307929,0.12164624,0.121834133,0.126023319,0.1231523,0.12506342,0.124610861,0.123645408,0.12019541,0.122007278,0.11971831,0.112846865,0.09968321,0.095364238,0.084835511,0.070291623,0.067730496,0.059556954,0.057156996,0.055520742,0.053875476,0.055143296,0.054140535,0.047096362,0.045676998,0.04963145,0.046628407,0.048903483,0.040293454,0.045969427,0.041662181,0.047825638,0.047025438,0.049931197,0.048939017,0.05281106,0.05427335,0.051737862,0.057065925,0.056245184,0.057870962,0.058287642,0.062358562,0.063179007,0.06361132,0.065295544,0.065793891,0.068956828,0.068122197,0.066911325,0.068304374,0.067529107,0.063478108,0.06497075,0.066412975,0.05952381,0.05729363,0.057933544,0.054274876,0.050882761,0.04586141,0.045602606,0.042780749,0.035483871,0.036811746,0.030502012,0.028611081,0.025316456,0.022675491,0.023640144,0.021202991,0.016614746,0.013304306,0.014472691,0.018309101,0.012713048,0.015578635
QD,12,A,11,30-09-2023,5.9,0.43,13.72093023,0.183993225,0.171841851,0.185663082,0.183642496,0.183401964,0.179173504,0.175093503,0.173907354,0.168535218,0.158828335,0.151310696,0.144237998,0.128485955,0.12071636,0.109339408,0.103466026,0.100669517,0.099591033,0.100063825,0.100548936,0.102741465,0.10558666,0.110234851,0.11370512,0.118732767,0.122752809,0.126529225,0.131431864,0.133998112,0.139884393,0.141215832,0.145418589,0.146860441,0.147330185,0.152974504,0.153463392,0.153556211,0.155002548,0.153585986,0.152755626,0.152797577,0.151984163,0.154617934,0.153315039,0.154196202,0.154397169,0.157261874,0.153502863,0.155586987,0.1548526,0.158169177,0.154056065,0.155289819,0.15542026,0.150726392,0.152247291,0.151626878,0.146715189,0.140646697,0.131860226,0.11626188,0.107064018,0.089342046,0.075287557,0.070449173,0.06222007,0.060621057,0.054016794,0.056035578,0.050793245,0.050044797,0.050414805,0.04831221,0.046805897,0.044476327,0.046323443,0.042325056,0.045639503,0.044245882,0.045966326,0.047025438,0.047670533,0.05257121,0.051981567,0.05409304,0.053595118,0.058542517,0.056758839,0.05846757,0.059552931,0.062693823,0.063346147,0.064863511,0.067302065,0.068311514,0.067277003,0.069053059,0.069471708,0.06419584,0.06778784,0.065764023,0.062754831,0.062154571,0.05804725,0.059272522,0.055252322,0.051162338,0.046419361,0.044252238,0.042345277,0.0383587,0.035796046,0.032092292,0.030713832,0.028077293,0.022527355,0.01887816,0.017839553,0.015846446,0.016499365,0.019714562,0.011074755,0.012924071,0.011735122,0.014688427
QD,11,B,8,30-09-2023,5.95,0.41,14.51219512,0.119203896,0.118611379,0.116487455,0.124957841,0.119575546,0.123675966,0.118714503,0.113975399,0.114915915,0.109464348,0.100320761,0.096015466,0.08721225,0.081026137,0.076719818,0.072666438,0.069452287,0.069600121,0.070491455,0.069754987,0.072407666,0.073819377,0.077413743,0.079057024,0.081818693,0.085786517,0.088355233,0.090406223,0.094052396,0.095527837,0.098920523,0.09993408,0.101175162,0.103668725,0.102595513,0.106547666,0.105621108,0.103023611,0.102679733,0.10446571,0.10085531,0.103032484,0.101675177,0.102062494,0.102389078,0.10166566,0.102980332,0.104749074,0.104584408,0.103345479,0.105446118,0.10526751,0.10612855,0.104261796,0.103597371,0.10179428,0.102313577,0.099502011,0.097698869,0.091469681,0.084794087,0.074172185,0.064443443,0.052747763,0.046926714,0.043094056,0.037486082,0.03960396,0.040914867,0.041453429,0.036477665,0.037013401,0.033630317,0.036732187,0.033955045,0.031077753,0.034650113,0.033542285,0.032511573,0.03150501,0.031620553,0.034008256,0.037564519,0.038894009,0.037865128,0.03926771,0.041083992,0.043489427,0.043552374,0.044285112,0.04643366,0.045712853,0.0490859,0.049243374,0.050184626,0.049050899,0.050605061,0.050951609,0.050843105,0.048210436,0.049235098,0.048218401,0.046208209,0.042912514,0.042875989,0.039260749,0.039976656,0.037690934,0.033490898,0.031657166,0.028794735,0.025494277,0.022863136,0.021287863,0.018469094,0.017163699,0.014646848,0.015869541,0.011605848,0.011999538,0.010643445,0.013340045,0.009827679,0.011735122,0.005341246
QD,11,A,6,30-09-2023,6,0.39,15.38461538,0.172559814,0.171648987,0.181003584,0.175716695,0.177383592,0.176637327,0.17204599,0.16998168,0.164148184,0.15672774,0.147881871,0.140801203,0.128688774,0.117909003,0.113166287,0.104667124,0.102928128,0.102544683,0.101836749,0.103896104,0.10464526,0.108386076,0.112612351,0.117129973,0.121321254,0.124662921,0.129247848,0.133045232,0.13559122,0.139275936,0.14292027,0.147132498,0.149572352,0.151398474,0.152821377,0.152041703,0.151098001,0.152199762,0.149856907,0.146819068,0.149679259,0.145325295,0.148705545,0.148003895,0.150083136,0.150340899,0.152452117,0.15072415,0.15259173,0.151540245,0.15179606,0.151740676,0.15254941,0.152629799,0.153234175,0.151891988,0.150244262,0.147481325,0.143919857,0.134429599,0.12344245,0.111699779,0.093059937,0.082839549,0.072576832,0.066456845,0.063466535,0.060157915,0.059339263,0.053735926,0.056444388,0.054626675,0.052578743,0.052579853,0.049856528,0.051835347,0.04785553,0.04673925,0.04801378,0.047825638,0.050471268,0.051503833,0.055916651,0.056036866,0.060223585,0.059874414,0.063059151,0.062665868,0.063240433,0.066216786,0.067387478,0.070198897,0.068620085,0.072485578,0.071332662,0.073156392,0.073368875,0.075189895,0.074295986,0.075981026,0.068665377,0.072682149,0.067681435,0.065799188,0.064455334,0.060614766,0.058943683,0.054949415,0.050588354,0.044075733,0.040621144,0.039958377,0.032826429,0.032196569,0.026902957,0.027676464,0.023326462,0.021889023,0.018636313,0.016845506,0.016086115,0.017744777,0.016020463,0.015786533,0.012166172
QD,11,B,9,30-09-2023,6.05,0.425,14.23529412,0.120897734,0.120154291,0.119713262,0.126475548,0.126544188,0.119647919,0.11857598,0.116854227,0.114550329,0.108997549,0.104192014,0.098056063,0.090862996,0.084317522,0.075899772,0.072838023,0.072114221,0.070433202,0.071271541,0.070893025,0.073803782,0.076010224,0.077413743,0.081968149,0.084575995,0.086235955,0.088298595,0.092077211,0.095704508,0.09863097,0.098794268,0.101252472,0.105069189,0.104540501,0.1047393,0.105599874,0.105293346,0.105996263,0.10259301,0.104377104,0.10085531,0.105192117,0.10239183,0.104186952,0.102476591,0.105204108,0.107790088,0.106517346,0.105166819,0.106740643,0.105446118,0.107334822,0.107291148,0.107136817,0.107834659,0.105258483,0.107014471,0.102949627,0.098393176,0.092086331,0.08405491,0.076490066,0.068161334,0.059021727,0.048463357,0.048178187,0.044785352,0.042486527,0.040279543,0.040046059,0.037757584,0.040076579,0.037520392,0.037592138,0.036585366,0.032719597,0.035891648,0.034642032,0.034018732,0.037909307,0.037600081,0.036170631,0.039858536,0.037327189,0.039668229,0.041567171,0.043081734,0.045116,0.045342197,0.047912273,0.048529042,0.050225639,0.050171133,0.05099908,0.05060423,0.052410549,0.053482271,0.054706836,0.052127022,0.050366537,0.050553895,0.050966141,0.047929691,0.047157623,0.043724086,0.041463181,0.039879389,0.039079548,0.03510007,0.030333876,0.030028795,0.026951093,0.0266387,0.020864224,0.021885342,0.018987342,0.01594879,0.016635657,0.014172525,0.011768778,0.011731979,0.010193808,0.011443188,0.008941045,0.005489614
QD,11,B,5,30-09-2023,6.1,0.4,15.25,0.171077705,0.170298939,0.175268817,0.170994941,0.179125752,0.173355214,0.167059149,0.164747448,0.155739703,0.153926946,0.147881871,0.139082805,0.125747896,0.114327202,0.107881549,0.104323953,0.098249577,0.100045441,0.100063825,0.101553086,0.102551085,0.105890944,0.109365033,0.115246304,0.118732767,0.121516854,0.126302673,0.131143763,0.135532216,0.137511409,0.139006376,0.14370468,0.144704819,0.147548129,0.148763494,0.150620014,0.148230088,0.150246305,0.144913711,0.148148148,0.143620813,0.146045172,0.14682433,0.143223865,0.148857968,0.1455942,0.151249678,0.145503537,0.150761295,0.147399801,0.15254097,0.14983875,0.148148148,0.149162861,0.149083362,0.150204299,0.150705134,0.144416778,0.143622297,0.132271326,0.119324182,0.11192053,0.093735917,0.081793889,0.076359338,0.067909454,0.064085117,0.05702469,0.061753494,0.052840328,0.059004224,0.051563497,0.053457146,0.056265356,0.049019608,0.049841679,0.041760722,0.048278896,0.048444397,0.04544985,0.05036992,0.05268331,0.053718218,0.054193548,0.058330328,0.0604935,0.0594111,0.063093913,0.066649621,0.068325601,0.068979968,0.070616747,0.070540112,0.071064292,0.074773414,0.073996304,0.076246086,0.075531279,0.07052983,0.072531263,0.069896255,0.070820776,0.070037148,0.067460317,0.064266868,0.061380829,0.054080342,0.053659988,0.049683194,0.043973941,0.04329494,0.037773153,0.034714211,0.033361576,0.027116473,0.02960738,0.023977433,0.017292328,0.0231001,0.017422407,0.018626028,0.01208155,0.015212709,0.008801341,0.010682493
QD,11,A,5,30-09-2023,6.2,0.41,15.12195122,0.158585645,0.165670203,0.173835125,0.171500843,0.171681977,0.167835298,0.168859953,0.162915467,0.160126737,0.149492356,0.142904546,0.132746214,0.126559172,0.115972894,0.109703872,0.103637612,0.100830846,0.100045441,0.099638324,0.101084483,0.102360706,0.105343233,0.110002899,0.114447172,0.117551066,0.121404494,0.125339828,0.129415154,0.133113052,0.136598722,0.140963323,0.14370468,0.145817398,0.147112241,0.147691601,0.146275966,0.146509341,0.145065398,0.144480097,0.145489988,0.145669993,0.142715738,0.144853534,0.144994246,0.144394854,0.146284629,0.146096367,0.146008757,0.147100424,0.147399801,0.150389008,0.149756057,0.150141173,0.148486386,0.14986164,0.146740096,0.145266845,0.143171806,0.140150764,0.1327852,0.121224921,0.108940397,0.097003155,0.078424538,0.075295508,0.066456845,0.064208833,0.057651335,0.058068615,0.055143296,0.057084347,0.05488194,0.054210064,0.052825553,0.046508847,0.052421719,0.048194131,0.049268668,0.047906126,0.049581655,0.05036992,0.053076469,0.052380042,0.056958525,0.058150018,0.059874414,0.060800834,0.062323431,0.063325663,0.066891607,0.069147599,0.069112485,0.07079055,0.071816738,0.071920107,0.074584243,0.074299738,0.074165742,0.074467175,0.074256145,0.069984174,0.070377593,0.068678083,0.065799188,0.062664908,0.059274155,0.057387414,0.054751041,0.049381474,0.048452769,0.043089264,0.040686785,0.035658102,0.033255666,0.025942137,0.026067368,0.024628404,0.021560687,0.02499721,0.018806969,0.017174649,0.01950667,0.014943457,0.012992456,0.01305638
QD,11,B,2,30-09-2023,6.2,0.405,15.30864198,0.142705907,0.146769527,0.154301075,0.153625632,0.148558758,0.149783679,0.143925751,0.148128762,0.138435291,0.135605088,0.126092246,0.12168403,0.10729135,0.10338819,0.096492027,0.091369252,0.088489151,0.086488943,0.085384015,0.088432186,0.092143673,0.093597858,0.096259785,0.101033164,0.104664903,0.107808989,0.111350249,0.114779602,0.117594996,0.120657134,0.123477053,0.12649967,0.127529379,0.126334907,0.131689763,0.13032146,0.128482465,0.131136402,0.12878328,0.129186603,0.126603706,0.126788446,0.126399713,0.124811897,0.126192351,0.124881333,0.129519883,0.125715729,0.129960895,0.127691289,0.129531535,0.129827173,0.130293971,0.129037714,0.13049118,0.127287262,0.129505024,0.127178701,0.122892283,0.116341213,0.104435058,0.097461369,0.083821541,0.071802022,0.066666667,0.061130614,0.056785847,0.052512846,0.054383736,0.05296827,0.051964674,0.046841098,0.045676998,0.044963145,0.041965567,0.04597162,0.041083521,0.043659958,0.046398967,0.043074063,0.045302524,0.045704738,0.047887593,0.050506912,0.052199784,0.050765013,0.053591592,0.055217875,0.058978948,0.056853648,0.06043081,0.062844727,0.062359128,0.065462754,0.065961732,0.06509323,0.063806381,0.065972519,0.063168707,0.065028029,0.061719712,0.058234356,0.062154571,0.056109265,0.056916698,0.051900795,0.051745939,0.047907161,0.044553958,0.041938111,0.0383587,0.034131113,0.031463031,0.032832027,0.026155653,0.021132804,0.020614083,0.020356791,0.017520366,0.017653167,0.017174649,0.010571357,0.017366721,0.008521934,0.015727003
